,jname,ndup,uid,ra,dec,file,root,srcid,nGr,Grating,grade,zfit,z,zkey,capers_flag,zxor,nRef,sn50,wmin,wmax,Lya,Ha,OIII,L_Ha,L_OIII,HST,NIRCam,slit,Fnu,Flam,References,comment,z_aspect_flux_sum,z_aspect_pixel_count,z_aspect_flag,failed_opening
6155,j141941.74p524918.95,3,17975,214.923919,52.82193,gto-wide-egs1-v3_prism-clear_1213_466.spec.fits,gto-wide-egs1-v3,466,2,G235H   G395H,3,0.8404,0.8404,NaN,NaN,NaN,1,9.75,0.6,5.29,NaN,31.2,37.4,41.45,41.68,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,0.37,0.32,2.0,False
6156,j141934.06p524843.49,3,17976,214.891929,52.81208,gto-wide-egs1-v3_prism-clear_1213_4678.spec.fits,gto-wide-egs1-v3,4678,2,G235H   G395H,3,2.0156,2.0156,NaN,NaN,NaN,1,1.35,0.6,5.29,NaN,6.1,7.8,40.85,41.17,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,1.99,0.47,2.0,False
6157,j142045.70p530148.11,7,22184,215.190411,53.030027,gto-wide-egs1-v3_prism-clear_1213_4681.spec.fits,gto-wide-egs1-v3,4681,2,G235H   G395H,1,1.9514,1.9514,NaN,NaN,NaN,1,2.41,0.6,5.29,NaN,2.5,2.5,40.57,40.66,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6158,j141944.63p525040.48,3,17977,214.935977,52.844579,gto-wide-egs1-v3_prism-clear_1213_4685.spec.fits,gto-wide-egs1-v3,4685,2,G235H   G395H,1,1.8387,1.8387,NaN,NaN,NaN,1,1.53,0.6,5.29,NaN,1.9,0.5,40.47,40.08,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6159,j142006.09p525547.18,1,18205,215.025387,52.929772,gto-wide-egs1-v3_prism-clear_1213_-46.spec.fits,gto-wide-egs1-v3,-46,0,NaN,1,5.1668,5.1668,NaN,NaN,NaN,0,-0.01,0.6,5.29,0.4,2.8,1.0,40.92,40.67,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
6160,j141932.53p524844.53,3,17978,214.88553,52.81237,gto-wide-egs1-v3_prism-clear_1213_4717.spec.fits,gto-wide-egs1-v3,4717,2,G235H   G395H,3,4.882,4.882,NaN,NaN,NaN,1,1.11,0.6,5.29,-1.5,4.3,5.4,41.07,41.42,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6161,j141935.05p524914.12,3,17979,214.896029,52.820589,gto-wide-egs1-v3_prism-clear_1213_4733.spec.fits,gto-wide-egs1-v3,4733,2,G235H   G395H,3,4.5862,4.5862,NaN,NaN,NaN,1,1.8,0.6,5.29,1.0,23.2,27.6,42.17,42.54,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,4.57,4.61,3.0,False
6162,j142047.16p530159.11,3,17980,215.196486,53.033087,gto-wide-egs1-v3_prism-clear_1213_479.spec.fits,gto-wide-egs1-v3,479,2,G235H   G395H,3,3.0919,3.0919,NaN,NaN,NaN,1,3.04,0.6,5.29,NaN,28.2,34.0,42.31,42.62,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,3.09,3.11,3.0,False
6163,j142004.07p525440.42,1,18206,215.016974,52.911228,gto-wide-egs1-v3_prism-clear_1213_-47.spec.fits,gto-wide-egs1-v3,-47,0,NaN,1,1.5792,1.5792,NaN,NaN,NaN,0,0.23,0.6,5.29,NaN,2.3,1.3,40.2,40.03,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
6164,j142045.09p530227.20,3,17981,215.18789,53.040889,gto-wide-egs1-v3_prism-clear_1213_4806.spec.fits,gto-wide-egs1-v3,4806,2,G235H   G395H,3,4.6667,4.6667,NaN,NaN,NaN,1,2.38,0.6,5.29,-2.9,18.3,23.2,41.91,42.37,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,4.65,4.69,3.0,False
6165,j141957.93p525430.06,3,17982,214.991372,52.908349,gto-wide-egs1-v3_prism-clear_1213_4808.spec.fits,gto-wide-egs1-v3,4808,2,G235H   G395H,1,5.4455,5.4455,NaN,NaN,NaN,1,0.03,0.6,5.29,2.2,2.3,3.2,41.01,41.26,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6166,j142004.66p525608.51,3,17985,215.019419,52.935697,gto-wide-egs1-v3_prism-clear_1213_4885.spec.fits,gto-wide-egs1-v3,4885,2,G235H   G395H,3,3.2419,3.2419,NaN,NaN,NaN,1,0.72,0.6,5.29,NaN,8.5,13.8,41.47,41.93,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,1.0,False
6167,j142008.45p525642.13,1,18207,215.035225,52.945036,gto-wide-egs1-v3_prism-clear_1213_-48.spec.fits,gto-wide-egs1-v3,-48,0,NaN,1,4.8514,4.8514,NaN,NaN,NaN,0,-0.06,0.6,5.29,-0.1,3.4,1.7,40.84,40.82,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
6168,j142048.96p530343.12,3,17986,215.20401,53.061977,gto-wide-egs1-v3_prism-clear_1213_4909.spec.fits,gto-wide-egs1-v3,4909,2,G235H   G395H,3,5.6433,5.6433,NaN,NaN,NaN,1,2.38,0.6,5.29,-2.0,12.5,15.2,41.96,42.22,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,5.63,5.66,3.0,False
6169,j142049.39p530359.57,3,17988,215.205797,53.066546,gto-wide-egs1-v3_prism-clear_1213_4946.spec.fits,gto-wide-egs1-v3,4946,2,G235H   G395H,3,5.0279,5.0279,NaN,NaN,NaN,1,1.79,0.6,5.29,-0.4,28.4,32.2,42.26,42.56,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,5.02,5.06,3.0,False
6170,j141956.84p525505.93,3,17989,214.986818,52.918315,gto-wide-egs1-v3_prism-clear_1213_4948.spec.fits,gto-wide-egs1-v3,4948,2,G235H   G395H,1,0.5959,0.5959,NaN,NaN,NaN,1,2.23,0.6,3.26,NaN,2.1,2.0,39.46,39.54,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6171,j142041.28p530240.69,3,17990,215.172018,53.044636,gto-wide-egs1-v3_prism-clear_1213_4968.spec.fits,gto-wide-egs1-v3,4968,2,G235H   G395H,1,1.0658,1.0658,NaN,NaN,NaN,1,1.79,0.6,5.29,NaN,0.5,4.1,39.44,40.48,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6172,j142038.69p530215.05,3,17991,215.161208,53.037513,gto-wide-egs1-v3_prism-clear_1213_4975.spec.fits,gto-wide-egs1-v3,4975,2,G235H   G395H,1,1.4462,1.4462,NaN,NaN,NaN,1,0.96,0.6,5.29,NaN,2.1,2.6,40.22,40.37,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6173,j142041.59p530251.22,3,17992,215.173306,53.047562,gto-wide-egs1-v3_prism-clear_1213_4993.spec.fits,gto-wide-egs1-v3,4993,2,G235H   G395H,1,1.0816,1.0816,NaN,NaN,NaN,1,1.57,0.6,4.47,NaN,1.1,2.8,39.7,40.21,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6174,j142007.61p525618.12,1,18208,215.031719,52.938366,gto-wide-egs1-v3_prism-clear_1213_-49.spec.fits,gto-wide-egs1-v3,-49,0,NaN,1,2.7696,2.7696,NaN,NaN,NaN,0,0.26,0.6,5.29,NaN,3.1,1.3,40.55,40.46,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
6175,j141934.60p525042.87,3,17994,214.894186,52.845241,gto-wide-egs1-v3_prism-clear_1213_5006.spec.fits,gto-wide-egs1-v3,5006,2,G235H   G395H,3,2.5488,2.5488,NaN,NaN,NaN,1,0.81,0.6,5.29,NaN,4.0,3.6,40.67,40.85,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6176,j142026.02p525722.58,3,17995,215.108412,52.956271,gto-wide-egs1-v3_prism-clear_1213_5019.spec.fits,gto-wide-egs1-v3,5019,2,G235H   G395H,1,2.1575,2.1575,NaN,NaN,NaN,1,1.64,0.6,5.29,NaN,3.7,1.1,40.74,40.41,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6177,j142046.05p530354.06,3,17997,215.191894,53.065017,gto-wide-egs1-v3_prism-clear_1213_5047.spec.fits,gto-wide-egs1-v3,5047,2,G235H   G395H,3,5.6666,5.6666,NaN,NaN,NaN,1,1.02,0.6,5.29,-1.7,4.1,6.7,41.52,41.86,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6178,j141937.82p525134.43,3,17998,214.907576,52.859563,gto-wide-egs1-v3_prism-clear_1213_5049.spec.fits,gto-wide-egs1-v3,5049,2,G235H   G395H,3,3.4607,3.4607,NaN,NaN,NaN,1,2.42,0.6,5.29,NaN,9.3,8.8,41.39,41.66,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,1.0,False
6179,j142003.07p525654.86,3,18000,215.012795,52.948573,gto-wide-egs1-v3_prism-clear_1213_5072.spec.fits,gto-wide-egs1-v3,5072,2,G235H   G395H,3,2.0554,2.0554,NaN,NaN,NaN,1,0.92,0.6,5.29,NaN,4.6,9.9,40.91,41.53,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,1.0,False
6180,j141920.85p524859.72,3,18002,214.836858,52.816589,gto-wide-egs1-v3_prism-clear_1213_5156.spec.fits,gto-wide-egs1-v3,5156,2,G235H   G395H,1,5.3071,5.3071,NaN,NaN,NaN,1,-0.02,0.6,5.29,0.3,3.1,0.0,41.09,39.13,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6181,j141946.26p525427.92,3,18004,214.94276,52.907756,gto-wide-egs1-v3_prism-clear_1213_5172.spec.fits,gto-wide-egs1-v3,5172,2,G235H   G395H,3,2.0108,2.0108,NaN,NaN,NaN,1,2.69,0.6,5.29,NaN,6.6,5.2,41.12,41.15,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,1.0,False
6182,j142045.45p530427.30,3,18005,215.189391,53.07425,gto-wide-egs1-v3_prism-clear_1213_5173.spec.fits,gto-wide-egs1-v3,5173,2,G235H   G395H,1,1.7802,1.7802,NaN,NaN,NaN,1,1.93,0.6,5.29,NaN,2.5,-1.0,40.53,NaN,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6183,j141958.49p525645.86,3,18006,214.993726,52.946072,gto-wide-egs1-v3_prism-clear_1213_5192.spec.fits,gto-wide-egs1-v3,5192,2,G235H   G395H,1,4.5643,4.5643,NaN,NaN,NaN,1,0.04,0.6,5.29,2.0,1.3,2.1,40.72,41.12,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6184,j142041.65p530354.74,3,18007,215.173556,53.065204,gto-wide-egs1-v3_prism-clear_1213_5194.spec.fits,gto-wide-egs1-v3,5194,2,G235H   G395H,1,0.7869,0.7869,NaN,NaN,NaN,1,1.0,0.6,5.29,NaN,1.9,2.2,39.61,39.74,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6185,j142002.56p525348.76,1,18210,215.010652,52.896878,gto-wide-egs1-v3_prism-clear_1213_-51.spec.fits,gto-wide-egs1-v3,-51,0,NaN,1,6.0152,6.0152,NaN,NaN,NaN,0,0.01,0.6,5.29,0.3,3.1,1.6,41.4,41.05,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
6186,j141922.63p524930.77,3,18008,214.84431,52.825213,gto-wide-egs1-v3_prism-clear_1213_5205.spec.fits,gto-wide-egs1-v3,5205,2,G235H   G395H,1,1.5065,1.5065,NaN,NaN,NaN,1,2.18,0.6,5.29,NaN,1.4,0.2,40.18,39.42,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,1.0,False
6187,j141924.17p524949.09,3,18009,214.850725,52.830301,gto-wide-egs1-v3_prism-clear_1213_5210.spec.fits,gto-wide-egs1-v3,5210,2,G235H   G395H,1,0.6346,0.6346,NaN,NaN,NaN,1,-0.08,0.6,5.29,NaN,-0.1,4.1,NaN,40.04,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6188,j142000.04p525715.91,3,18010,215.00016,52.95442,gto-wide-egs1-v3_prism-clear_1213_5235.spec.fits,gto-wide-egs1-v3,5235,2,G235H   G395H,1,0.7593,0.7593,NaN,NaN,NaN,1,1.26,0.6,5.29,NaN,0.9,-0.1,39.48,NaN,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6189,j141920.21p524916.13,3,18011,214.834214,52.821147,gto-wide-egs1-v3_prism-clear_1213_5238.spec.fits,gto-wide-egs1-v3,5238,2,G235H   G395H,2,1.9952,1.9952,NaN,NaN,NaN,1,2.11,0.6,5.29,NaN,3.2,6.2,40.79,41.2,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,1.0,False
6190,j142031.31p530222.16,3,18012,215.130473,53.03949,gto-wide-egs1-v3_prism-clear_1213_5250.spec.fits,gto-wide-egs1-v3,5250,2,G235H   G395H,1,2.3504,2.3504,NaN,NaN,NaN,1,1.78,0.6,5.29,NaN,0.7,0.2,40.1,39.8,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6191,j142045.61p530454.99,3,18013,215.190054,53.081942,gto-wide-egs1-v3_prism-clear_1213_5261.spec.fits,gto-wide-egs1-v3,5261,2,G235H   G395H,3,7.5293,7.5293,NaN,NaN,NaN,1,1.37,0.6,5.29,-2.0,NaN,7.4,NaN,42.11,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6192,j142020.00p525749.52,3,18014,215.083321,52.963754,gto-wide-egs1-v3_prism-clear_1213_5281.spec.fits,gto-wide-egs1-v3,5281,2,G235H   G395H,3,3.8748,3.8748,NaN,NaN,NaN,1,1.51,0.6,5.29,NaN,4.1,5.7,40.99,41.39,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6193,j142008.79p525644.58,1,18211,215.036628,52.945715,gto-wide-egs1-v3_prism-clear_1213_-52.spec.fits,gto-wide-egs1-v3,-52,0,NaN,1,3.1532,3.1532,NaN,NaN,NaN,0,0.0,0.6,5.29,NaN,1.6,2.0,40.37,40.78,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
6194,j142022.23p525819.17,3,18015,215.092612,52.971992,gto-wide-egs1-v3_prism-clear_1213_5300.spec.fits,gto-wide-egs1-v3,5300,2,G235H   G395H,1,0.6137,0.6137,NaN,NaN,NaN,1,1.73,0.6,5.29,NaN,0.7,0.6,39.14,39.1,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6195,j142022.88p525827.19,3,18016,215.095354,52.974219,gto-wide-egs1-v3_prism-clear_1213_5303.spec.fits,gto-wide-egs1-v3,5303,2,G235H   G395H,1,2.0407,2.0407,NaN,NaN,NaN,1,1.56,0.6,4.25,NaN,3.2,1.1,40.86,40.53,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6196,j141920.63p524941.68,5,22061,214.835959,52.828241,gto-wide-egs1-v3_prism-clear_1213_5308.spec.fits,gto-wide-egs1-v3,5308,2,G235H   G395H,3,1.4182,1.4182,NaN,NaN,NaN,1,1.08,0.6,5.29,NaN,2.3,3.0,40.38,40.55,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6197,j142028.21p525938.57,3,18019,215.117561,52.994046,gto-wide-egs1-v3_prism-clear_1213_5355.spec.fits,gto-wide-egs1-v3,5355,2,G235H   G395H,1,1.567,1.567,NaN,NaN,NaN,1,1.79,0.6,5.29,NaN,3.7,1.6,40.79,40.56,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6198,j142042.84p530508.06,3,18021,215.178519,53.085572,gto-wide-egs1-v3_prism-clear_1213_5393.spec.fits,gto-wide-egs1-v3,5393,2,G235H   G395H,3,2.7468,2.7468,NaN,NaN,NaN,1,1.27,0.6,5.29,NaN,12.1,12.2,41.35,41.63,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,2.73,2.78,3.0,False
6199,j142009.23p525656.29,1,18212,215.038472,52.948969,gto-wide-egs1-v3_prism-clear_1213_-53.spec.fits,gto-wide-egs1-v3,-53,0,NaN,1,7.8709,7.8709,NaN,NaN,NaN,0,0.22,0.6,5.29,0.7,NaN,5.4,NaN,41.76,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
6200,j141942.38p525517.77,3,18023,214.926577,52.921602,gto-wide-egs1-v3_prism-clear_1213_5437.spec.fits,gto-wide-egs1-v3,5437,2,G235H   G395H,1,0.6341,0.6341,NaN,NaN,NaN,1,1.12,0.6,5.29,NaN,1.4,1.0,39.51,39.36,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6201,j142027.50p525958.85,3,18024,215.114593,52.99968,gto-wide-egs1-v3_prism-clear_1213_5443.spec.fits,gto-wide-egs1-v3,5443,2,G235H   G395H,1,1.8457,1.8457,NaN,NaN,NaN,1,0.5,0.6,5.29,NaN,3.4,1.1,40.54,40.16,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6202,j141942.88p525527.71,3,18025,214.928671,52.924364,gto-wide-egs1-v3_prism-clear_1213_5451.spec.fits,gto-wide-egs1-v3,5451,2,G235H   G395H,3,2.3461,2.3461,NaN,NaN,NaN,1,0.99,0.6,5.29,NaN,6.5,8.4,41.17,41.52,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6203,j141947.46p525633.97,3,18026,214.947768,52.942769,gto-wide-egs1-v3_prism-clear_1213_5480.spec.fits,gto-wide-egs1-v3,5480,2,G235H   G395H,1,2.1239,2.1239,NaN,NaN,NaN,1,0.87,0.6,5.29,NaN,2.3,-0.7,40.49,NaN,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6204,j142004.28p525431.08,1,18213,215.017816,52.908633,gto-wide-egs1-v3_prism-clear_1213_-54.spec.fits,gto-wide-egs1-v3,-54,0,NaN,1,4.5716,4.5716,NaN,NaN,NaN,0,0.02,0.6,5.29,-1.4,3.2,1.1,40.96,40.75,NaN,NaN,NaN,NaN,NaN,-,NaN,NaN,NaN,0.0,False
6205,j142029.09p530034.05,3,18028,215.121211,53.009457,gto-wide-egs1-v3_prism-clear_1213_5516.spec.fits,gto-wide-egs1-v3,5516,2,G235H   G395H,2,1.2914,1.2914,NaN,NaN,NaN,1,1.87,0.6,5.29,NaN,-0.7,-0.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6206,j142028.03p530322.76,3,18029,215.116785,53.056322,gto-wide-egs1-v3_prism-clear_1213_5519.spec.fits,gto-wide-egs1-v3,5519,2,G235H   G395H,2,2.2602,2.2602,NaN,NaN,NaN,1,1.77,0.6,5.29,NaN,2.7,3.8,40.55,40.94,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6207,j142028.62p530033.09,3,18030,215.119259,53.009191,gto-wide-egs1-v3_prism-clear_1213_5533.spec.fits,gto-wide-egs1-v3,5533,2,G235H   G395H,1,0.8029,0.8029,NaN,NaN,NaN,1,2.8,0.6,5.29,NaN,-1.2,0.1,NaN,38.71,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6208,j141948.22p525725.35,5,21954,214.950924,52.957043,gto-wide-egs1-v3_prism-clear_1213_5551.spec.fits,gto-wide-egs1-v3,5551,2,G235H   G395H,3,6.4948,6.4948,NaN,NaN,NaN,1,0.68,0.6,5.29,0.3,5.3,8.0,41.82,42.06,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6209,j142026.02p530322.50,3,18032,215.108424,53.056249,gto-wide-egs1-v3_prism-clear_1213_5565.spec.fits,gto-wide-egs1-v3,5565,2,G235H   G395H,3,3.4853,3.4853,NaN,NaN,NaN,1,2.58,0.6,5.29,NaN,5.3,6.8,41.37,41.68,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6210,j141948.12p525738.28,3,18033,214.95048,52.960634,gto-wide-egs1-v3_prism-clear_1213_5568.spec.fits,gto-wide-egs1-v3,5568,2,G235H   G395H,1,2.3691,2.3691,NaN,NaN,NaN,1,1.8,0.6,5.29,NaN,1.8,-0.4,40.48,NaN,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6211,j141923.39p525140.92,2,18034,214.847444,52.861367,gto-wide-egs1-v3_prism-clear_1213_5589.spec.fits,gto-wide-egs1-v3,5589,1,G235H,3,5.3313,5.3313,NaN,NaN,NaN,1,2.76,0.6,5.29,-0.6,12.3,20.5,41.9,42.31,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,5.33,5.36,3.0,False
6212,j142032.26p530444.43,1,18214,215.134426,53.079008,gto-wide-egs1-v3_prism-clear_1213_5605.spec.fits,gto-wide-egs1-v3,5605,2,G235H   G395H,1,1.1725,1.1725,NaN,NaN,NaN,1,0.74,0.6,5.29,NaN,1.0,1.7,39.71,40.06,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6213,j142044.38p530142.53,3,18037,215.184918,53.028479,gto-wide-egs1-v3_prism-clear_1213_560.spec.fits,gto-wide-egs1-v3,560,2,G235H   G395H,3,1.0023,1.0023,NaN,NaN,NaN,1,5.25,0.6,5.29,NaN,32.6,45.8,41.47,41.88,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,1.0,1.02,3.0,False
6214,j142012.18p525801.38,3,18038,215.050764,52.967049,gto-wide-egs1-v3_prism-clear_1213_5610.spec.fits,gto-wide-egs1-v3,5610,2,G235H   G395H,3,1.2162,1.2162,NaN,NaN,NaN,1,2.13,0.6,5.29,NaN,4.4,8.1,40.45,40.87,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6215,j141923.42p525159.64,3,18040,214.847563,52.866566,gto-wide-egs1-v3_prism-clear_1213_5626.spec.fits,gto-wide-egs1-v3,5626,2,G235H   G395H,3,4.42,4.42,NaN,NaN,NaN,1,2.02,0.6,5.29,0.2,29.7,28.4,42.26,42.51,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,4.41,4.44,3.0,False
6216,j142033.52p530508.92,3,18041,215.139672,53.08581,gto-wide-egs1-v3_prism-clear_1213_5637.spec.fits,gto-wide-egs1-v3,5637,2,G235H   G395H,3,5.6632,5.6632,NaN,NaN,NaN,1,1.98,0.6,5.29,-2.0,7.9,12.6,41.81,42.25,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,5.66,5.69,3.0,False
6217,j142031.74p530520.85,3,18042,215.132242,53.089124,gto-wide-egs1-v3_prism-clear_1213_5709.spec.fits,gto-wide-egs1-v3,5709,2,G235H   G395H,3,1.5533,1.5533,NaN,NaN,NaN,1,1.92,0.6,5.29,NaN,5.0,10.4,40.66,41.12,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,1.53,0.24,2.0,False
6218,j142032.55p530542.93,3,18043,215.135627,53.095259,gto-wide-egs1-v3_prism-clear_1213_5743.spec.fits,gto-wide-egs1-v3,5743,2,G235H   G395H,3,2.3831,2.3831,NaN,NaN,NaN,1,0.97,0.6,5.29,NaN,3.0,4.4,40.68,41.01,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6219,j141935.02p524823.58,3,18044,214.895904,52.806551,gto-wide-egs1-v3_prism-clear_1213_574.spec.fits,gto-wide-egs1-v3,574,2,G235H   G395H,3,2.9389,2.9389,NaN,NaN,NaN,1,10.91,0.6,5.29,NaN,25.1,18.2,42.23,42.34,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,2.91,2.96,3.0,False
6220,j142010.61p525843.40,3,18046,215.044227,52.978723,gto-wide-egs1-v3_prism-clear_1213_5777.spec.fits,gto-wide-egs1-v3,5777,2,G235H   G395H,1,0.6926,0.6926,NaN,NaN,NaN,1,1.52,0.6,5.29,NaN,3.5,-1.4,40.08,NaN,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6221,j142012.14p525910.36,3,18047,215.050565,52.986211,gto-wide-egs1-v3_prism-clear_1213_5811.spec.fits,gto-wide-egs1-v3,5811,2,G235H   G395H,1,6.1906,6.1906,NaN,NaN,NaN,1,0.29,0.6,5.29,-0.3,2.9,2.0,41.32,41.14,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
6222,j141935.47p524827.64,3,18048,214.897785,52.807678,gto-wide-egs1-v3_prism-clear_1213_586.spec.fits,gto-wide-egs1-v3,586,2,G235H   G395H,3,2.1324,2.1324,NaN,NaN,NaN,1,10.91,0.6,5.29,NaN,15.9,4.6,41.84,41.43,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,NaN,NaN,0.0,False
6223,j142006.94p525836.97,3,18050,215.028917,52.976935,gto-wide-egs1-v3_prism-clear_1213_5881.spec.fits,gto-wide-egs1-v3,5881,2,G235H   G395H,3,3.3996,3.3996,NaN,NaN,NaN,1,1.3,0.6,5.29,NaN,7.7,23.1,41.33,42.09,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,Redshifts match v2 grade=3,3.38,3.43,3.0,False
6224,j141941.75p524912.25,3,18051,214.923965,52.820068,gto-wide-egs1-v3_prism-clear_1213_5887.spec.fits,gto-wide-egs1-v3,5887,2,G235H   G395H,1,1.379,1.379,NaN,NaN,NaN,1,0.23,0.6,5.29,NaN,-0.9,-0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,MMa24  z=N/A,NaN,NaN,NaN,0.0,False
